GEOID,District,Total,Total_VAP,White,Hispanic,Black,Native,Asian,Pacific,D_votes,R_votes
371510000LB,10,4222,3279,2246,377,542,115,22,5,723.1666666666666,1259.0
371510000LC,10,3622,2860,2365,182,193,90,30,1,346.3333333333333,1379.0
371510000NM,10,6356,5016,4482,208,125,126,54,5,465.1666666666667,2734.5
371510000PR,10,7714,6159,5568,233,114,185,34,2,695.3333333333334,3522.8333333333335
371510000RM,10,4695,3620,2526,506,480,71,43,3,638.1666666666666,1392.5
371510000RN,10,9167,6961,5301,891,511,210,59,5,1013.8333333333334,3092.8333333333335
371510000SE,10,2788,2217,1954,85,112,55,15,6,230.16666666666666,1309.0
371510000SO,10,5214,4035,3515,243,166,105,9,0,449.1666666666667,2218.5
371510000ST,10,2968,2275,1822,164,212,55,16,4,300.1666666666667,1216.1666666666667
371510000SW,10,3938,3111,2801,123,66,86,41,2,253.66666666666666,1782.8333333333333
371510000TB,10,4387,3442,3143,117,53,106,12,1,251.16666666666666,1836.8333333333333
371510000TR,10,11891,9525,8161,461,435,245,209,1,1125.1666666666667,5014.333333333333
371510000TT,10,5733,4455,4151,84,71,102,25,0,445.0,2618.1666666666665
371510000UG,10,10821,8395,6931,1024,198,183,62,3,1116.1666666666667,4265.666666666667
37153000001,10,7460,5694,2617,296,2513,233,76,6,1770.1666666666667,1179.1666666666667
37153000002,10,6905,5250,3638,259,1074,202,84,8,1305.0,2166.1666666666665
37153000003,10,1218,964,688,65,159,35,20,1,172.83333333333334,459.1666666666667
37153000004,10,2794,2103,1156,214,610,130,9,5,514.0,532.8333333333334
37153000005,10,1101,804,487,79,182,46,18,2,120.33333333333333,214.66666666666666
37153000006,10,1962,1553,1145,81,232,71,27,1,249.33333333333334,675.0
37153000007,10,1247,984,571,13,330,65,7,0,308.8333333333333,352.0
37153000008,10,5326,4118,1938,113,1811,243,40,8,1396.1666666666667,1117.6666666666667
37153000009,10,7457,5800,3673,237,1463,396,46,6,1479.3333333333333,2018.5
37153000010,10,1901,1607,645,162,747,66,5,0,365.8333333333333,223.33333333333334
37153000011,10,1312,1054,737,28,256,24,9,1,333.3333333333333,496.0
37153000012,10,2224,1696,997,185,442,74,10,3,469.1666666666667,664.1666666666666
37153000013,10,1107,875,528,90,223,33,5,0,224.66666666666666,335.1666666666667
37153000014,10,219,165,63,22,72,3,5,0,61.166666666666664,36.666666666666664
37153000015,10,274,222,173,9,24,15,1,0,36.5,108.66666666666667
37153000016,10,439,349,312,15,5,14,3,0,26.166666666666668,198.66666666666666
37155000001,5,1890,1415,145,22,188,1067,14,2,223.16666666666666,403.5
37155000002,5,4673,3865,614,186,1213,1887,14,1,728.6666666666666,590.6666666666666
37155000003,5,3021,2267,1331,85,447,410,12,6,354.6666666666667,842.6666666666666
37155000004,5,3355,2487,139,102,106,2140,3,0,379.6666666666667,877.6666666666666
37155000007,5,1260,938,233,59,271,395,0,0,273.6666666666667,203.83333333333334
37155000008,5,2480,1895,1149,179,271,327,9,4,288.0,864.5
37155000009,5,2221,1673,633,282,442,336,9,0,383.6666666666667,474.1666666666667
37155000010,5,2047,1485,439,324,351,425,4,6,294.8333333333333,346.8333333333333
37155000011,5,4522,3683,2387,117,514,463,207,11,944.3333333333334,1953.0
37155000012,5,3783,2690,690,353,1195,530,52,16,799.8333333333334,394.1666666666667
37155000013,5,2983,2295,944,193,797,382,23,2,558.6666666666666,554.6666666666666
37155000014,5,2353,1683,631,261,506,325,26,5,311.0,317.0
37155000015,5,1457,1054,225,69,619,173,9,0,496.8333333333333,115.0
37155000016,5,1432,1020,54,17,796,161,2,1,614.3333333333334,39.833333333333336
37155000017,5,643,449,47,29,137,236,13,1,137.5,111.83333333333333
37155000019,5,4448,3314,405,47,1371,1520,24,7,1215.1666666666667,622.0
37155000020,5,1458,1160,633,27,373,136,1,0,324.0,428.8333333333333
37155000021,5,3716,2747,1347,284,859,299,19,7,620.0,762.8333333333334
37155000022,5,6066,5119,802,170,1334,2620,232,14,830.1666666666666,858.3333333333334
37155000023,5,6174,4640,496,112,358,3706,29,9,779.1666666666666,1233.0
37155000024,5,2223,1680,163,193,195,1148,7,2,256.0,404.8333333333333
37155000025,5,2979,2148,300,168,312,1405,9,2,378.6666666666667,549.6666666666666
37155000028,5,2633,1883,207,416,229,1066,7,4,242.16666666666666,421.0
37155000029,5,1987,1577,349,28,728,478,9,1,591.8333333333334,331.6666666666667
37155000030,5,4728,3578,642,565,278,2116,14,2,522.6666666666666,892.3333333333334
37155000033,5,1214,843,79,216,112,464,0,2,153.16666666666666,189.66666666666666
37155000034,5,2795,2072,179,56,156,1690,25,1,234.16666666666666,601.5
37155000035,5,3472,2619,94,45,57,2444,9,8,342.6666666666667,978.1666666666666
37155000036,5,1573,1196,408,27,448,328,7,0,356.0,318.0
37155000037,5,814,653,485,24,58,89,0,0,63.5,342.6666666666667
37155000038,5,659,493,131,7,56,302,15,0,92.0,163.5
37155000039,5,2796,2096,154,34,350,1575,6,2,404.3333333333333,548.0
37155000040,5,756,610,266,13,264,71,1,0,175.5,174.83333333333334
37155000041,5,5358,3969,2070,159,662,1093,25,1,492.3333333333333,1510.3333333333333
3715500005A,5,4322,3475,1004,73,1603,827,16,3,1301.5,811.5
3715500011A,5,2594,1961,534,172,266,1015,18,1,347.3333333333333,591.8333333333334
3715500018A,5,2354,1857,981,147,498,200,66,6,519.8333333333334,615.5
3715500026A,5,5175,3804,841,620,1446,981,22,4,1415.0,638.8333333333334
3715500032A,5,8116,6062,2434,1342,1550,829,17,17,1395.6666666666667,1568.8333333333333
371570000DR,13,3746,2858,1821,210,760,69,10,1,569.1666666666666,889.1666666666666
371570000EC,13,6394,5106,3510,175,1245,113,79,10,1176.0,1724.6666666666667
371570000HO,13,2763,2291,1891,72,263,43,12,0,422.3333333333333,1058.8333333333333
371570000HU,13,6386,5071,4331,357,214,100,49,3,784.6666666666666,2442.5
371570000IR,13,3504,2832,2445,109,201,58,15,1,460.1666666666667,1485.1666666666667
371570000LI,13,5481,4403,3544,117,647,52,21,2,768.5,2040.8333333333333
371570000MA,13,5845,4712,3699,328,583,93,15,0,865.5,2058.8333333333335
371570000MC,13,6684,5242,3400,229,1486,87,67,15,1600.0,1763.1666666666667
371570000MS,13,12062,9499,5060,558,3689,208,54,4,2977.3333333333335,2480.8333333333335
371570000NB,13,4870,3824,3418,132,143,80,52,2,612.3333333333334,2090.1666666666665
371570000RC,13,6600,5349,4331,143,730,101,35,9,1051.6666666666667,2624.1666666666665
371570000SE,13,6009,4754,3014,493,1160,98,11,4,1193.8333333333333,1717.3333333333333
371570000WS,13,9321,7720,6147,278,1108,152,58,6,1580.5,3052.6666666666665
3715700ED-1,13,6697,5322,3694,362,1103,138,33,1,997.1666666666666,1751.5
3715700LK-2,13,4734,3800,2676,189,826,77,36,5,906.1666666666666,1504.6666666666667
37159000001,12,2751,2209,2001,78,52,48,15,0,211.83333333333334,1149.6666666666667
37159000002,12,2404,1809,965,328,457,32,25,7,424.5,518.1666666666666
37159000003,12,3330,2671,2358,133,66,79,34,1,282.1666666666667,1492.8333333333333
37159000004,12,5794,4547,4025,264,117,88,24,2,560.6666666666666,2490.5
37159000007,12,2936,2288,1649,152,387,67,35,4,465.6666666666667,949.1666666666666
37159000008,12,5031,3878,2845,492,380,111,72,0,777.1666666666666,1689.8333333333333
37159000009,12,3020,2394,2061,195,63,36,20,1,246.16666666666666,1295.0
37159000010,12,3813,3046,2661,99,145,79,40,2,487.3333333333333,1687.5
37159000011,12,4199,3326,2513,259,422,71,70,5,705.5,1432.1666666666667
37159000012,12,2899,2287,1383,159,668,52,38,2,635.3333333333334,677.3333333333334
37159000013,12,3294,2573,2275,115,73,84,16,0,241.33333333333334,1386.6666666666667
37159000015,12,4715,3758,3158,169,298,81,33,1,593.3333333333334,1909.3333333333333
37159000016,12,4167,3007,1707,630,558,78,46,2,564.6666666666666,769.1666666666666
37159000017,12,4536,3472,2217,631,487,136,29,1,566.5,1120.3333333333333
37159000018,12,1658,1188,205,98,859,25,6,5,493.8333333333333,60.0
37159000021,12,4263,3328,2314,473,389,96,59,8,636.5,1351.0
37159000022,12,1204,979,917,16,8,27,10,1,93.16666666666667,577.5
37159000023,12,2318,1897,1764,37,21,54,18,1,158.83333333333334,997.8333333333334
37159000024,12,1776,1410,1266,38,69,22,7,0,219.83333333333334,844.0
37159000025,12,5481,4116,3720,134,102,122,27,4,431.0,2152.3333333333335
37159000026,12,2607,1976,1830,60,21,56,3,1,237.5,1196.0
37159000027,12,1805,1440,1143,62,209,29,6,3,244.83333333333334,725.5
37159000028,12,3474,2668,1492,220,853,76,29,8,841.0,689.6666666666666
37159000029,12,1836,1401,1125,155,91,15,10,0,207.0,729.3333333333334
37159000030,12,6119,4747,2574,1170,810,144,101,2,630.1666666666666,1021.8333333333334
37159000031,12,2128,1783,1542,81,97,40,22,3,314.8333333333333,872.3333333333334
37159000032,12,2349,1833,1373,153,251,66,7,1,341.0,884.8333333333334
37159000033,12,2526,1971,1799,83,45,40,15,5,183.66666666666666,1234.1666666666667
37159000034,12,4677,3677,1917,409,1157,117,93,12,1025.8333333333333,759.3333333333334
37159000035,12,1894,1496,727,203,540,27,12,2,590.3333333333334,260.0
37159000036,12,4701,3619,1713,367,1432,84,64,0,1208.5,718.3333333333334
37159000038,12,4261,3347,1485,305,1498,66,28,1,1178.0,622.6666666666666
37159000039,12,3091,2737,1836,151,629,32,63,7,671.0,646.5
37159000040,12,3736,2980,1824,193,889,47,32,1,973.0,797.6666666666666
37159000041,12,4094,3207,1740,232,1102,51,101,2,1074.6666666666667,812.5
37159000042,12,2605,2001,152,190,1643,39,13,3,878.1666666666666,43.333333333333336
37159000044,12,4361,3410,2984,197,80,91,32,6,294.1666666666667,1615.0
37159000045,12,1946,1616,994,119,423,49,30,0,448.5,503.5
3715900005A,12,6597,5103,4003,478,405,155,74,8,742.3333333333334,2245.6666666666665
3715900014A,12,6150,4767,3984,207,385,121,48,3,801.1666666666666,2372.1666666666665
3715900019A,12,6329,5006,4001,325,447,151,56,1,758.5,2344.1666666666665
37161000011,3,8204,6396,5879,126,262,106,21,1,774.1666666666666,3087.5
37161000013,3,5971,4722,3161,322,1078,111,60,6,1210.6666666666667,1568.6666666666667
37161000014,3,4148,3068,2180,266,512,91,33,5,617.8333333333334,1051.6666666666667
37161000018,3,2692,2187,1904,54,168,34,18,3,448.0,1125.6666666666667
37161000019,3,2970,2310,1929,116,177,72,11,2,299.3333333333333,1102.6666666666667
37161000027,3,4484,3702,3020,149,381,69,59,4,866.0,1645.3333333333333
37161000028,3,2273,1828,1419,93,248,40,21,2,328.1666666666667,812.5
37161000029,3,3050,2360,1832,169,297,62,15,1,416.1666666666667,973.5
37161000030,3,5238,4148,2883,119,1013,91,40,12,1011.6666666666666,1323.0
37161000034,3,1889,1508,1407,30,28,39,5,1,215.83333333333334,865.5
3716100003A,3,2799,2274,2076,37,119,32,8,1,245.16666666666666,1318.3333333333333
3716100004A,3,3175,2557,2229,44,182,67,20,1,378.5,1270.3333333333333
3716100005A,3,4452,3478,2872,213,274,124,12,4,451.5,1418.8333333333333
3716100006A,3,3067,2726,2402,68,174,59,18,5,744.1666666666666,1126.8333333333333
3716100009A,3,4793,3910,3558,142,116,68,15,5,422.6666666666667,2032.8333333333333
3716100010A,3,1636,1350,1268,28,13,26,9,1,173.5,767.3333333333334
3716100016A,3,3603,2895,2696,57,67,49,18,3,406.8333333333333,1568.0
3716300AUTR,5,2332,1827,1459,167,150,44,8,1,253.0,940.6666666666666
3716300CLCE,5,1621,1146,169,111,838,37,20,0,560.3333333333334,90.33333333333333
3716300CLEA,5,4468,3331,1194,575,1465,98,32,5,1238.0,782.5
3716300CLEM,5,2326,1774,1149,260,278,85,8,6,298.5,778.1666666666666
3716300CLNE,5,3020,2346,1391,353,531,53,38,5,548.5,929.8333333333334
3716300CLSW,5,2561,1978,1037,278,504,157,21,3,465.6666666666667,625.0
3716300CLWE,5,3138,2450,1287,354,724,88,16,5,496.1666666666667,845.6666666666666
3716300GARL,5,1874,1406,605,234,527,43,11,1,494.3333333333333,378.6666666666667
3716300GIDD,5,2243,1611,586,589,414,63,8,6,437.3333333333333,425.6666666666667
3716300HARR,5,2190,1757,595,194,947,44,9,2,840.3333333333334,404.3333333333333
3716300HERR,5,1112,857,687,84,61,30,4,0,75.33333333333333,524.1666666666666
3716300INGO,5,2154,1620,610,523,456,35,6,2,447.3333333333333,412.3333333333333
3716300KEEN,5,2125,1641,1047,306,253,46,6,1,265.0,646.5
3716300KFRK,5,2697,2125,1082,348,494,202,14,0,539.3333333333334,766.3333333333334
3716300LAKE,5,3950,3036,1221,348,1403,74,8,2,1207.8333333333333,713.5
3716300MING,5,3942,2899,1907,475,414,88,12,2,438.3333333333333,1359.8333333333333
3716300NGRV,5,2319,1787,1080,363,290,60,17,2,350.0,709.6666666666666
3716300PLVW,5,3941,2991,2366,258,270,92,12,0,356.3333333333333,1609.1666666666667
3716300ROSE,5,2331,1756,1236,157,289,73,14,1,277.3333333333333,733.5
3716300ROWA,5,2962,2201,979,693,477,67,7,0,487.0,677.6666666666666
3716300SBRG,5,1371,1063,728,140,159,35,5,3,219.5,503.5
3716300TURK,5,1734,1328,598,242,457,51,7,2,422.8333333333333,409.3333333333333
3716300WBRK,5,2625,2006,1290,486,167,86,3,1,278.3333333333333,844.3333333333334
37165000003,5,4378,3292,1783,77,1082,282,80,2,1004.1666666666666,1029.8333333333333
37165000004,5,5187,4204,2528,142,1145,349,47,12,1146.5,1486.1666666666667
37165000007,5,4049,3185,1203,64,1398,504,33,7,1224.3333333333333,780.3333333333334
37165001-16,5,7523,6198,1605,344,3731,496,53,2,1489.0,474.1666666666667
37165002-25,5,5096,3827,1447,74,1533,759,30,4,1090.5,952.8333333333334
37165005-10,5,2991,2287,1167,54,695,380,16,0,564.1666666666666,720.3333333333334
37165006-89,5,4950,3852,2327,77,795,626,56,5,719.3333333333334,1345.0
37167000003,10,3062,2430,1912,68,336,64,42,1,739.3333333333334,912.5
37167000007,10,3354,2664,1889,136,471,51,123,1,614.1666666666666,972.8333333333334
37167000008,10,2695,2020,494,91,1387,38,20,0,943.3333333333334,142.16666666666666
37167000010,10,2152,1717,1205,94,260,68,80,0,303.0,612.6666666666666
37167000011,10,1997,1578,1284,61,134,39,62,1,262.5,768.1666666666666
37167000013,10,2843,2216,1925,45,174,41,31,0,290.6666666666667,1097.6666666666667
37167000014,10,1526,1268,1174,21,33,24,21,0,174.33333333333334,635.5
37167000015,10,2692,2297,1381,127,700,69,25,2,382.6666666666667,588.0
37167000016,10,1791,1400,978,19,318,27,53,2,285.1666666666667,657.3333333333334
37167000017,10,2640,2040,1733,31,174,46,49,0,304.1666666666667,1189.0
37167000018,10,1966,1702,1368,54,214,35,31,2,225.33333333333334,654.0
37167000019,10,2199,1707,1601,34,24,14,35,1,197.0,1048.3333333333333
37167000020,10,3300,2638,2432,41,26,66,61,0,275.3333333333333,1656.0
37167000021,10,1771,1379,1310,18,13,31,9,0,145.83333333333334,932.3333333333334
37167000022,10,2854,2158,1736,143,191,44,27,0,322.5,1165.1666666666667
37167000023,10,4046,3139,2807,165,68,79,13,1,324.6666666666667,1877.5
37167000024,10,5037,3898,3444,177,155,73,26,3,456.5,2211.3333333333335
37167000025,10,4766,3692,3261,255,51,96,20,4,362.5,2032.5
37167000026,10,2347,1822,1628,31,76,33,53,1,264.3333333333333,997.5
37167000027,10,3186,2582,2262,48,209,52,15,1,485.1666666666667,1395.6666666666667
37167000028,10,2324,1819,1256,81,428,31,25,1,394.3333333333333,641.1666666666666
37167000212,10,3956,3098,2359,194,368,103,86,2,399.5,1184.0
37169000001,12,1153,989,894,42,30,31,4,1,136.16666666666666,475.1666666666667
37169000002,12,2510,2034,1866,78,34,34,12,2,281.8333333333333,1022.3333333333334
37169000003,12,1813,1488,1430,29,13,18,1,1,166.33333333333334,865.0
37169000004,12,2907,2359,2193,41,41,42,21,2,286.3333333333333,1238.6666666666667
37169000007,12,910,733,636,19,57,21,1,0,134.5,375.0
37169000008,12,1862,1515,1396,46,39,37,4,0,176.83333333333334,805.6666666666666
37169000009,12,2931,2353,2137,63,71,61,9,4,335.6666666666667,1239.5
37169000010,12,4612,3609,3231,131,79,79,59,1,595.3333333333334,1997.5
37169000011,12,5248,4332,3917,179,88,103,39,1,595.1666666666666,2015.8333333333333
37169000012,12,2580,2031,1908,45,26,36,7,0,280.3333333333333,1144.0
37169000013,12,2513,1990,1814,65,40,61,12,2,251.0,1069.5
37169000014,12,3105,2528,2401,33,37,56,6,1,325.3333333333333,1364.6666666666667
37169000015,12,1785,1470,1361,29,31,41,4,0,232.66666666666666,820.1666666666666
37169000017,12,2464,2046,1772,28,198,49,1,1,366.3333333333333,957.0
37169000020,12,2026,1629,1484,48,56,29,6,1,234.33333333333334,788.6666666666666
37169000506,12,1828,1523,1389,12,58,50,2,0,253.33333333333334,787.6666666666666
37169001618,12,2759,2207,1613,44,502,28,10,6,592.6666666666666,939.0
37169001819,12,1514,1213,988,21,153,39,4,1,226.16666666666666,558.1666666666666
37171000001,8,2766,2201,1982,145,24,49,6,2,301.1666666666667,1202.5
37171000004,8,2891,2256,1671,492,52,56,10,0,422.3333333333333,1124.1666666666667
37171000005,8,3659,2884,2503,279,42,62,7,0,261.1666666666667,1528.6666666666667
37171000009,8,2130,1659,1514,88,19,38,3,0,213.66666666666666,829.6666666666666
37171000010,8,1776,1373,1233,76,25,23,9,2,99.83333333333333,584.3333333333334
37171000011,8,2531,1885,1299,507,31,43,7,2,283.0,743.6666666666666
37171000012,8,3813,3061,2238,447,253,85,58,5,567.3333333333334,981.6666666666666
37171000013,8,1818,1422,1155,107,123,23,15,0,394.8333333333333,629.0
37171000015,8,2883,2340,1874,183,214,66,9,2,377.5,1002.6666666666666
37171000016,8,2117,1665,1452,143,38,21,6,0,223.83333333333334,842.1666666666666
37171000017,8,2035,1616,1344,147,75,34,16,0,230.33333333333334,723.1666666666666
37171000018,8,3238,2619,2206,263,99,39,21,0,383.5,1288.0
37171000019,8,4300,3448,2856,275,263,40,34,0,529.0,1341.3333333333333
37171000022,8,1807,1424,1234,118,20,32,8,0,210.16666666666666,719.8333333333334
37171000023,8,1936,1554,1416,53,39,39,3,0,183.0,543.3333333333334
37171000024,8,1091,865,805,30,9,23,3,0,101.16666666666667,425.8333333333333
37171000025,8,2493,1897,1605,209,28,51,7,1,304.3333333333333,1100.3333333333333
37171000026,8,4049,3213,2907,154,57,60,14,1,407.6666666666667,1712.8333333333333
37171000027,8,2372,1887,1624,102,94,64,6,0,218.0,865.1666666666666
37171000028,8,2028,1578,1359,133,38,31,6,1,176.5,604.1666666666666
37171000029,8,5254,4111,3283,627,98,99,35,3,610.6666666666666,1730.8333333333333
37171000030,8,6283,5015,4192,473,247,70,57,1,1147.8333333333333,2260.6666666666665
37171000031,8,4004,3256,2697,205,275,60,46,0,881.5,1573.5
37171000032,8,4085,3209,2897,58,159,70,25,0,385.1666666666667,921.8333333333334
37173000BC1,3,2944,2393,2101,72,13,177,24,8,523.3333333333334,1054.3333333333333
37173000BC2,3,3021,2362,2007,93,62,200,13,1,600.1666666666666,962.1666666666666
3717300WHCH,3,5659,4167,1168,181,60,2798,27,13,1001.3333333333334,753.5
37173ALARKA,3,1048,837,759,11,5,58,0,0,195.66666666666666,385.8333333333333
37173ALMOND,3,1445,1216,1132,14,7,57,4,0,331.1666666666667,625.1666666666666
371750000B1,3,2353,1913,1675,52,94,53,26,6,820.3333333333334,519.1666666666666
371750000B2,3,2269,1799,1357,102,277,42,15,4,684.8333333333334,454.8333333333333
371750000B3,3,2401,2056,1801,90,93,39,29,5,812.6666666666666,672.0
371750000B4,3,2489,2137,1778,123,168,15,32,6,700.5,460.3333333333333
371750000BD,3,3747,2973,2548,165,137,90,27,2,686.3333333333334,1260.0
371750000CC,3,2973,2395,2228,77,17,54,15,2,548.6666666666666,1183.6666666666667
371750000CM,3,987,851,791,17,10,12,12,0,306.0,331.5
371750000DR,3,2800,2502,2365,33,28,37,19,0,961.0,986.0
371750000EF,3,1135,1016,951,17,11,26,10,0,337.8333333333333,425.8333333333333
371750000LR,3,2154,1745,1602,49,28,48,11,1,422.6666666666667,842.8333333333334
371750000PF,3,1834,1491,1191,164,63,46,22,3,336.6666666666667,577.5
371750000RE,3,2638,2040,1852,77,24,77,8,3,298.0,1085.1666666666667
371750000WC,3,1826,1632,1542,29,20,22,13,1,583.1666666666666,721.0
37175000TC1,3,1173,931,862,27,4,34,0,0,102.83333333333333,547.6666666666666
37175000TC7,3,2207,1818,1648,102,5,52,5,1,341.8333333333333,911.8333333333334
37177000001,6,267,208,50,4,152,0,1,0,126.66666666666667,22.333333333333332
37177000002,6,1978,1548,993,123,390,26,40,7,397.1666666666667,626.8333333333334
37177000003,6,265,220,147,4,67,4,2,1,49.333333333333336,83.5
37177000014,6,107,89,76,5,5,1,2,1,5.333333333333333,41.333333333333336
37177000015,6,576,477,285,14,168,5,8,3,175.5,179.83333333333334
37177000016,6,52,32,24,0,5,2,0,0,6.666666666666667,16.166666666666668
37179000001,10,3514,2382,611,1122,616,67,31,1,451.1666666666667,208.66666666666666
37179000002,10,3340,2351,863,675,758,73,40,4,738.6666666666666,413.6666666666667
37179000003,10,2595,1989,883,610,453,41,31,2,458.0,344.6666666666667
37179000004,10,3871,2614,417,1284,868,73,29,10,677.8333333333334,149.16666666666666
37179000005,10,5030,3770,2460,664,464,122,85,10,913.0,1408.1666666666667
37179000006,10,2709,2089,1587,248,153,46,38,4,323.8333333333333,1065.3333333333333
37179000007,10,4998,3903,2627,558,618,77,32,1,960.3333333333334,1679.8333333333333
37179000008,10,5212,4398,2114,634,1457,59,69,3,1052.0,635.5
37179000009,10,2502,1820,716,213,839,31,12,0,639.3333333333334,371.1666666666667
37179000010,10,2190,1641,631,407,579,57,13,3,574.5,261.3333333333333
37179000011,10,3561,2662,2478,66,54,48,10,0,276.3333333333333,1862.8333333333333
37179000012,10,3322,2555,2372,58,42,46,22,1,257.8333333333333,1730.3333333333333
37179000013,10,3713,2827,2609,112,37,44,27,4,298.8333333333333,1893.3333333333333
37179000014,10,2270,1694,1234,232,145,37,38,0,336.5,684.8333333333334
37179000015,10,6998,5201,3697,457,522,131,401,7,1462.3333333333333,1986.6666666666667
37179000016,10,8223,5863,4336,502,667,142,188,8,1462.8333333333333,2564.1666666666665
37179000018,10,4224,2989,2383,105,132,39,299,0,838.1666666666666,1603.5
37179000019,10,8627,6074,4579,444,698,121,192,9,1631.6666666666667,3046.0
37179000021,10,3473,2690,2297,148,140,77,32,2,408.1666666666667,1520.8333333333333
37179000022,10,3348,2631,2301,88,93,68,51,2,419.6666666666667,1614.0
37179000023,10,3052,2412,1833,259,247,56,22,3,494.1666666666667,1139.6666666666667
37179000024,10,3494,2730,2287,152,179,70,24,2,375.5,1451.6666666666667
37179000025,10,2882,2297,1740,254,240,45,26,2,371.8333333333333,1105.8333333333333
37179000026,10,3106,2385,1840,210,251,70,18,0,324.0,1121.3333333333333
37179000027,10,2508,2004,1660,108,186,38,7,1,303.5,1143.6666666666667
37179000030,10,7184,5481,3626,757,888,123,137,4,1321.6666666666667,2118.3333333333335
37179000031,10,5957,4376,2812,574,799,110,101,3,1122.6666666666667,1625.5
37179000032,10,4264,3408,2812,181,249,42,110,1,762.1666666666666,1853.6666666666667
37179000033,10,3418,2654,2109,146,310,57,37,9,615.6666666666666,1217.6666666666667
37179000034,10,5144,3883,3004,332,462,67,28,5,707.8333333333334,1995.6666666666667
37179000035,10,2415,1941,1684,80,87,41,58,2,525.1666666666666,1047.5
37179000036,10,3134,2410,1735,229,383,54,15,1,422.6666666666667,1113.6666666666667
37179000039,10,3610,2700,2162,194,227,64,47,2,436.1666666666667,1458.3333333333333
37179000040,10,5535,3807,3059,220,298,66,155,4,1151.0,1924.0
37179000041,10,6065,4254,3223,177,305,42,479,2,1219.6666666666667,2199.0
37179000042,10,3284,2483,1746,377,266,59,45,10,550.3333333333334,1004.5
37179000043,10,2296,1561,261,583,707,38,13,5,507.1666666666667,91.83333333333333
3717900017A,10,4402,3287,2518,315,316,66,70,1,827.3333333333334,1603.0
3717900017B,10,6678,4586,3394,312,390,60,413,3,1325.0,2325.8333333333335
3717900020A,10,8864,6013,4389,553,705,100,251,9,1787.6666666666667,2251.5
3717900020B,10,6976,4628,3793,263,264,98,218,3,1228.1666666666667,2327.1666666666665
3717900028A,10,7823,5210,3716,266,450,60,687,6,1717.8333333333333,2536.0
3717900028B,10,6035,3943,2841,158,220,45,663,4,1339.0,1871.5
3717900028C,10,5095,3454,2640,153,235,38,377,6,1202.0,1767.1666666666667
3717900028D,10,7413,4967,3399,376,491,85,584,8,1544.0,2145.3333333333335
3717900029A,10,7180,5115,3293,677,845,80,232,4,1781.6666666666667,1858.6666666666667
3717900029B,10,2352,1769,1319,162,183,47,58,2,494.6666666666667,813.8333333333334
3717900029C,10,3659,2841,2114,237,296,64,112,7,646.6666666666666,1242.0
3717900037A,10,8654,6138,4168,572,796,106,426,10,1722.3333333333333,2304.0
3717900037B,10,1732,1384,1198,42,71,22,55,2,404.3333333333333,861.1666666666666
3717900038A,10,7067,5024,2972,1147,656,128,150,12,1158.6666666666667,1553.6666666666667
3717900038B,10,3269,2576,2018,198,205,58,85,1,747.0,1138.6666666666667
371810000CC,11,3506,2797,1733,118,908,39,16,2,886.3333333333334,1057.6666666666667
371810000NH,11,4604,3663,1705,127,1783,44,24,2,1454.8333333333333,991.3333333333334
371810000NV,11,2143,1621,561,167,870,36,14,0,684.1666666666666,304.6666666666667
371810000WH,11,5319,4286,2104,159,1906,49,95,2,1601.5,1161.5
37181000EH1,11,3080,2272,209,182,1872,35,13,0,1185.6666666666667,69.5
37181000NH1,11,3078,2271,275,108,1860,35,23,0,1105.6666666666667,101.66666666666667
37181000SH1,11,3282,2391,476,344,1547,37,12,3,934.6666666666666,234.66666666666666
37181000SH2,11,1467,1123,387,205,518,18,11,1,312.6666666666667,149.83333333333334
3718100HTOP,11,1117,893,277,69,510,11,25,1,358.1666666666667,137.83333333333334
3718100KITT,11,5045,3963,2336,256,1308,61,14,4,1225.6666666666667,1434.5
3718100MIDD,11,3520,2831,1432,71,1292,36,21,1,1201.6666666666667,842.0
3718100SCRK,11,6417,4760,2166,478,2056,60,23,7,1555.8333333333333,1239.5
37183001-01,2,3051,2653,2062,133,265,44,127,4,1282.3333333333333,352.3333333333333
37183001-02,2,3245,2843,2519,122,87,37,80,1,1237.8333333333333,410.0
37183001-03,2,2629,2035,1914,37,27,25,26,0,1055.6666666666667,739.3333333333334
37183001-04,2,1569,1261,1184,26,25,7,13,0,670.6666666666666,413.5
37183001-05,2,1518,1174,1026,88,53,13,24,0,591.6666666666666,452.3333333333333
37183001-06,2,3824,3562,3053,145,168,47,140,0,1832.5,636.3333333333334
37183001-07,2,3595,3390,2569,186,414,45,190,1,1607.0,480.3333333333333
37183001-09,2,1650,1278,1144,50,32,18,28,0,829.5,237.0
37183001-10,2,2013,1481,1379,39,19,12,31,0,930.0,448.0
37183001-11,2,3227,2482,2273,59,54,10,66,0,1047.6666666666667,1138.0
37183001-12,2,2765,2222,1916,72,160,22,47,3,1087.5,577.1666666666666
37183001-13,2,2240,1781,1318,126,264,33,36,3,1138.5,241.5
37183001-14,2,4670,3918,3087,170,474,64,127,7,2632.1666666666665,514.3333333333334
37183001-15,2,3238,2862,2346,158,201,22,116,2,1108.8333333333333,767.1666666666666
37183001-16,2,4357,3650,2623,275,552,47,166,1,1679.6666666666667,764.3333333333334
37183001-17,2,1525,1202,1075,37,34,9,39,0,508.5,450.1666666666667
37183001-18,2,5066,4015,2223,938,645,62,188,3,1491.1666666666667,792.1666666666666
